skill,score,digital_assign,mod,lv.mod,ht_df,order
Plunger lifts,193.824340919217,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Plungers,345.58149800126967,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Pneumatic conveyors,201.31803048749023,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Pneumatic grinders,328.29759119953496,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Pneumatic nail guns,368.0759364774775,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Pneumatic nailers,352.01099527391057,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Pneumatic presses,174.8802048690599,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Pneumatic sanders,291.7642438899937,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Pneumatic staplers,319.55044900289226,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Pneumatic tampers,364.56350802685006,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Pneumatic tourniquets,198.276774354962,0,Communication and interaction,Non-digital High-tech skills,Non-High-tech skills,1
Pneumatics systems,180.1497197007559,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Point of sale POS bookstore software,166.28134611089587,1,Sales and merchandising,Workforce digital skills,Non-High-tech skills,1
Point of sale POS computer terminals,165.00184577108135,1,General office,Workforce digital skills,Non-High-tech skills,1
Point of sale POS software,243.52178465237245,1,Sales and merchandising,Workforce digital skills,Non-High-tech skills,1
Point of sale POS systems,250.11795634199925,1,Sales and merchandising,Workforce digital skills,Non-High-tech skills,1
Point of sale POS terminals,157.51716164495883,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
Point trowels,463.2092181638407,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Pointe shoes,278.02268533577285,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Poker tables,296.3479154692656,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Polarimeters,121.02522223764676,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Polariscopes,417.735366456102,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Pole pruners,404.38626121442076,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Pole saws,354.6752699133594,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Polishing machines,405.1642577313894,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Polishing tools,327.9637839591033,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Polishing wheels,394.2064039758751,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Polygraphs,178.845496982808,0,Communication and interaction,Non-digital High-tech skills,Non-High-tech skills,1
Polymer feed systems,287.832115671235,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Pontoon boats,229.07709258196775,0,Communication and interaction,Non-digital High-tech skills,Non-High-tech skills,1
Pool cues,401.0143777725471,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Pool vacuums,244.6570986393038,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Pop-up sprinklers,263.9205458963743,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Popcorn machines,370.8901499043445,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Portable air compressors,248.50898149024766,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Portable cranes,280.99712160152285,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Portable gas detectors,161.852069357129,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Portable grinders,349.90014179382075,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Portable ladders,147.55963897048457,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
Portable pumps,311.8868068024624,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Portable saws,346.6321268017098,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Portable two way radios,20.96164206138155,1,Trades,Design & marketing skills,Non-High-tech skills,1
Portable welders,243.48914196117366,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Portal monitors,45.833578163043605,1,Trades,Workforce digital skills,Non-High-tech skills,1
Portfolio management software,106.6136465156442,1,Business and management,Workforce digital skills,Non-High-tech skills,1
Portuguese language,203.20682199872485,0,Communication and interaction,Non-digital High-tech skills,Non-High-tech skills,1
Positioning equipment,305.03216565387396,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Positive displacement pumps,175.44215106355807,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Post Offer Employment Testing (POET),262.8201893803539,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Post Once,360.5389953217947,1,General office,Design & marketing skills,Non-High-tech skills,1
Post drivers,300.05812323775507,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Post hole augers,403.3965935087734,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Postage machines,202.91659284887055,0,General office,Non-digital High-tech skills,Non-High-tech skills,1
Posting software,130.9920425671737,1,General office,Design & marketing skills,Non-High-tech skills,1
Pot-washing machines,366.7196350799326,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Pottery wheels,234.1107947116435,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Power Structure,89.06632392972557,1,Business and management,Workforce digital skills,Non-High-tech skills,1
Power Tools,332.9180017943147,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Power analysis software,12.485549132948,1,Business and management,Industrial modelling & geospatial skills,Non-High-tech skills,1
Power and Precision,279.657119808522,1,Trades,Cybersecurity & systems infrastructure skills,Non-High-tech skills,1
Power augers,320.04896334400684,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Power blocks,115.87046225767922,0,Communication and interaction,Non-digital High-tech skills,Non-High-tech skills,1
Power blowers,367.80797735280754,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Power brakes,324.1479220065809,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Power drills,340.0525385880537,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Power drivers,290.8450864517171,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Power generators,162.57993217096805,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Power grinders,388.692620037624,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Power hammers,427.718322721084,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Power injectors,146.70924180333395,0,Communication and interaction,Non-digital High-tech skills,Non-High-tech skills,1
Power jacks,309.87930311573183,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Power lifts,379.5521063066696,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Power mixers,408.612310937916,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Power mowers,409.15538528557425,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Power presses,304.1184069861483,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Power pruners,454.6987423292194,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Power pumps,122.79143038036027,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Power rakes,376.40839648003544,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Power rodders,366.69214703985074,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Power rollers,382.8778096826429,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Power sanders,413.2257681144128,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Power saws,347.178702573128,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Power screeds,327.72456329966525,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Power screwdrivers,315.35983594969,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Power shovels,309.1364940283375,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Power sprayers,392.4650393507256,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Power sweepers,399.39636039272324,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Power transformers,181.75716290253496,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Power trowels,324.9659029423269,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Power wire brushes,181.612241585386,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Power wrenches,220.1854190444033,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Powered industrial trucks,328.55513413940275,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Powered shears,472.32145834906,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Powered wheelchairs,165.42473625002938,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Practice management software PMS,157.54614598292574,1,General office,Workforce digital skills,Non-High-tech skills,1
Precision Long Line,257.7627423717832,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Precision balances,93.41761549949217,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Precision gauges,220.27059371074608,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Precision levels,202.7875678387816,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Precision scales,94.5640425142042,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Predictive dialers,100.832420068311,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Presentation Skills,141.83913374737716,0,Business and management,Non-digital High-tech skills,Non-High-tech skills,1
Presentation graphics software,73.153362188242,1,General office,Design & marketing skills,Non-High-tech skills,1
Presentation software,128.98733094305507,1,General office,Design & marketing skills,Non-High-tech skills,1
Pressing equipment,369.66600380025926,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Pressing machines,400.67817595463754,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Pressure cleaners,414.10342663298405,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Pressure cookers,207.406332371201,0,Communication and interaction,Non-digital High-tech skills,Non-High-tech skills,1
Pressure gauges,392.15339850141333,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Pressure monitors,172.76546273737222,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Pressure recorders,224.577532374728,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Pressure relief valves,298.5045890903832,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Pressure rollers,483.538534540999,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Pressure sprayers,363.7947780907934,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Pressure tanks,310.0603627273905,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Pressure tubing,94.86477133662063,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Pressure valves,316.2223466522697,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Preventive Maintenance,244.01135272414658,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
Preventive maintenance software,144.33021843800205,1,Trades,Workforce digital skills,Non-High-tech skills,1
Prezi,135.0361713586858,1,General office,Workforce digital skills,Non-High-tech skills,1
Pricing guns,180.5331617914588,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Pricing software,121.22000115057229,1,Business and management,Workforce digital skills,Non-High-tech skills,1
Prime Clinical,223.343271005866,1,Communication and interaction,Workforce digital skills,Non-High-tech skills,1
Prisms,215.4796438332669,0,Sales and merchandising,Non-digital High-tech skills,Non-High-tech skills,1
Private Practice,209.53712833390912,1,Sales and merchandising,Workforce digital skills,Non-High-tech skills,1
Private automatic branch exchange PABX systems,141.5508231579805,0,Trades,Non-digital High-tech skills,Non-High-tech skills,1
ProDoc,220.81089995665167,1,General office,Workforce digital skills,Non-High-tech skills,1
ProModel,45.63341275905365,1,Business and management,Workforce digital skills,Non-High-tech skills,1
Probabilistic risk assessment PRA software,122.909450766947,1,Business and management,Design & marketing skills,Non-High-tech skills,1
