skill,lv.mod,fg.mod,coordinate,groupName,subGroupName,count,m,IM_geo.dum
PVsyst,4,1,707,Technologies,Analytical or scientific software,113,72.50726295098468,1
Package tracking software,1,1,586,Technologies,Industrial control software,8,179.2602039371597,0
Packet analyzers,3,3,1732,Technologies,Network monitoring software,47,13.976381464125385,0
Packet sniffers,2,3,1389,Tools and Equipment,Miscellaneous or unclassified,64,6.809556062512836,0
Padlet,1,1,487,Technologies,Computer based training software,26,220.85530017400902,0
Paging systems,1,1,126,Tools and Equipment,Information Technology and telecommunications,1232,229.5925652948553,0
Panopto,1,4,1895,Technologies,Computer based training software,57,155.05695949641563,0
Parallel computers,2,3,1457,Tools and Equipment,Miscellaneous or unclassified,9,19.9672942340771,0
Parasoft SOAtest,2,3,1413,Technologies,Program testing software,167,24.087177506848644,0
Particulate monitors,4,2,970,Tools and Equipment,Miscellaneous or unclassified,12,65.64095662783656,1
Pascal,2,3,1233,Technologies,Development environment software,3591,282.13146872802037,0
Patch management software,3,3,1740,Technologies,Configuration management software,35,7.159844946796538,0
Patient charting software,1,1,638,Technologies,Medical software,1,174.65781396167,0
Patient electronic medical record EMR software,4,2,809,Technologies,Medical software,2369,158.4871060140208,1
Patient management software,1,1,353,Technologies,Medical software,215,188.8347116038505,0
Patient scheduling software,1,1,206,Technologies,Medical software,55,174.43254875600996,0
Pattern design software,3,3,1788,Technologies,Computer aided design CAD software,6,114.6424736053005,0
PatternMaker,5,4,1994,Technologies,Computer aided design CAD software,186,185.61645049746053,0
PayPal,5,4,1960,Technologies,Point of sale POS software,2705,142.1344236408254,0
Paychex,1,1,440,Technologies,Human resources software,86,211.1133085751107,0
Payment processing software,1,1,400,Technologies,Point of sale POS software,31,130.41180295610377,0
Payroll software,1,1,83,Technologies,Time accounting software,4769,189.11732723812335,0
Pen tablets,5,4,2081,Tools and Equipment,Miscellaneous or unclassified,4,61.25985777979065,0
Penetration testing software,2,3,1652,Technologies,Transaction security and virus protection software,1,NA,0
Pentaho Kettle,2,3,1547,Technologies,Metadata management software,2,11.73484267389826,0
Penultimate,1,1,231,Technologies,Word processing software,207,41.34082055926162,0
PeopleNet,1,1,255,Technologies,Materials requirements planning logistics and supply chain software,436,257.591006299309,0
Pepper spray,1,1,399,Tools and Equipment,Miscellaneous or unclassified,39,77.11066792135958,0
Perl (Practical extraction and reporting language),2,3,1072,Technologies,Object or component oriented development software,9778,26.498467318792684,0
Perl Shell,2,3,1275,Technologies,Operating system software,217,17.268336145324984,0
Personnel management software,1,1,183,Technologies,Human resources software,123,125.33944139858382,0
Petrographic microscopes,1,1,358,Tools and Equipment,Miscellaneous or unclassified,5,57.21167537835718,0
Pharmaceutical software,1,1,319,Technologies,Medical software,40,221.76152063763743,0
Pharmacy management software,1,1,378,Technologies,Enterprise resource planning ERP software,177,203.81354764988083,0
PhoneGap,2,3,1342,Technologies,Development environment software,40,4.459247029843459,0
Photo editing software,5,4,1995,Technologies,Graphics or photo imaging software,399,105.53117935784734,0
Photo printers,3,5,2154,Tools and Equipment,Information Technology and telecommunications,360,271.2761338162197,0
Photogrammetric software,4,2,908,Technologies,Graphics or photo imaging software,5,62.93084688066164,1
Photometers,2,2,780,Tools and Equipment,Miscellaneous or unclassified,9,52.11635651449499,0
PhysioGraphic,1,2,754,Technologies,Graphics or photo imaging software,58,108.25656495644665,0
Piezometers,4,2,884,Tools and Equipment,Miscellaneous or unclassified,228,74.43489797034702,1
Ping Identity,2,3,1218,Technologies,Transaction security and virus protection software,145,58.583344920986356,0
Piping and instrumentation design PID software,4,3,1873,Technologies,Computer aided design CAD software,23,43.1913651706802,1
Pivot Tables,1,1,22,Technologies,Data base user interface and query software,18593,121.8628047202869,0
Pixelmator,5,4,2108,Technologies,Graphics or photo imaging software,1,109.45712989566,0
Pixologic Zbrush,5,4,2099,Technologies,Graphics or photo imaging software,738,59.757007846297604,0
PlanSwift,1,1,236,Technologies,Project management software,510,101.44358366291128,0
Planisware,1,2,749,Technologies,Data base user interface and query software,219,76.63235951799527,0
Plant maintenance software,1,1,458,Technologies,Enterprise resource planning ERP software,48,183.15076451544934,0
Plant management software,4,2,965,Technologies,Facilities management software,11,60.113770294935975,1
Plotters,3,2,786,Tools and Equipment,Information Technology and telecommunications,705,137.5414411777224,0
Point of sale POS bookstore software,1,1,33,Technologies,Point of sale POS software,4096,166.28134611089587,0
Point of sale POS computer terminals,1,1,219,Tools and Equipment,Miscellaneous or unclassified,104,165.00184577108135,0
Point of sale POS software,1,1,6,Technologies,Point of sale POS software,60150,243.52178465237245,0
Point of sale POS systems,1,1,7,Technologies,Point of sale POS software,81503,250.11795634199925,0
Portable computers,3,5,2153,Tools and Equipment,Information Technology and telecommunications,1779,160.5117545503971,0
Portable two way radios,5,4,2037,Tools and Equipment,Miscellaneous or unclassified,5,20.96164206138155,0
Portal monitors,1,1,523,Tools and Equipment,Miscellaneous or unclassified,13,45.833578163043605,0
Portfolio analysis software,2,3,1561,Technologies,Financial analysis software,2,NA,0
Portfolio management software,1,1,104,Technologies,Financial analysis software,220,106.6136465156442,0
Portswigger BurP Suite,2,3,1594,Technologies,Transaction security and virus protection software,128,48.57505467441775,0
Positive train control PTC systems,2,3,1308,Technologies,Expert system software,171,64.14692349828212,0
Post Once,5,4,2052,Technologies,Human resources software,12,360.5389953217947,0
PostgreSQL,2,3,1068,Technologies,Object oriented data base management software,6321,19.94911401774006,0
Posting software,5,4,2040,Technologies,Inventory management software,53,130.9920425671737,0
Power Structure,1,1,529,Technologies,Word processing software,49,89.06632392972557,0
Power amplifiers,2,3,1276,Tools and Equipment,Miscellaneous or unclassified,86,70.4739858187222,0
Power analysis software,4,1,725,Technologies,Analytical or scientific software,13,12.485549132948,1
Power analyzers,2,3,1504,Tools and Equipment,Miscellaneous or unclassified,32,39.737441343823875,0
Power and Precision,3,2,799,Technologies,Analytical or scientific software,21,279.657119808522,0
Power monitors,2,3,1256,Tools and Equipment,Miscellaneous or unclassified,11,27.6678043230944,0
PowerSchool SIS,2,3,1443,Technologies,Data base user interface and query software,34,59.874242261402046,0
Practice management software PMS,1,1,252,Technologies,Data base user interface and query software,120,157.54614598292574,0
Presentation graphics software,5,4,2068,Technologies,Presentation software,29,73.153362188242,0
Presentation software,5,1,741,Technologies,Presentation software,10607,128.98733094305507,0
Preventive maintenance software,1,1,138,Technologies,Analytical or scientific software,114,144.33021843800205,0
Prezi,1,1,102,Technologies,Presentation software,475,135.0361713586858,0
Pricing software,1,1,332,Technologies,Financial analysis software,81,121.22000115057229,0
Prime Clinical,1,1,636,Technologies,Accounting software,4,223.343271005866,0
Print servers,3,3,1726,Technologies,Operating system software,383,67.21173161324533,0
Private Practice,1,1,600,Technologies,Medical software,2623,209.53712833390912,0
ProDoc,1,1,351,Technologies,Document management software,23,220.81089995665167,0
ProModel,1,1,563,Technologies,Analytical or scientific software,10,45.63341275905365,0
Probabilistic risk assessment PRA software,5,4,1990,Technologies,Analytical or scientific software,7,122.909450766947,0
Process control software,2,3,1219,Technologies,Industrial control software,1108,87.92890519566338,0
Process control system,4,2,858,Technologies,Industrial control software,383,157.1438743154392,1
Process simulation software,4,1,703,Technologies,Analytical or scientific software,50,69.08002822631838,1
Product lifecycle management PLM software,4,1,688,Technologies,Enterprise resource planning ERP software,494,101.39831217659324,1
Production planning software,1,1,257,Technologies,Materials requirements planning logistics and supply chain software,46,136.43544514664413,0
Production scheduling software,1,1,507,Technologies,Materials requirements planning logistics and supply chain software,36,131.66569499977496,0
Productivity software,3,1,657,Technologies,Project management software,2755,124.02656067914668,0
Profilers,3,3,1758,Technologies,Program testing software,118,73.14296907422676,0
Programmable logic controller PLC code generation software,4,2,878,Technologies,Development environment software,168,41.02029711310196,1
Programmable logic controller PLC software,4,2,830,Tools and Equipment,Electrical and electronics,3471,91.80472864815437,1
Programmable logic controllers PLC,4,2,801,Technologies,Industrial control software,7533,109.35311052573903,1
Programming language one (PL/I),2,3,1471,Technologies,Development environment software,23,173.68444433825928,0
Programming languages,2,3,1576,Technologies,Development environment software,9410,36.58061099737394,0
Progress OpenEdge ABL,2,3,1645,Technologies,Development environment software,1,3.38931297709924,0
Project management software,5,1,742,Technologies,Project management software,13870,118.67694308774894,0
Project planning software,1,1,160,Technologies,Project management software,333,104.60947953630566,0
Project portfolio management PPM software,1,1,48,Technologies,Enterprise resource planning ERP software,193,120.0168631724216,0
Project scheduling software,1,1,331,Technologies,Project management software,339,149.72316456097758,0
Prolog,1,1,359,Technologies,Development environment software,131,137.29280812029245,0
Promine,1,1,125,Technologies,Computer aided design CAD software,176,133.0498048792164,0
Proof of delivery POD software,1,1,171,Technologies,Materials requirements planning logistics and supply chain software,36,185.1748315021982,0
Property management software,1,1,54,Technologies,Enterprise resource planning ERP software,3317,154.161197471103,0
Property management system PMS,1,1,229,Technologies,Data base user interface and query software,203,158.94750691592833,0
Propertyware,1,1,362,Technologies,Data base user interface and query software,65,151.5915515835191,0
Proportional integral derivative control PID software,4,3,1874,Technologies,Analytical or scientific software,23,43.1913651706802,1
Protocol analyzers,3,3,1718,Tools and Equipment,Miscellaneous or unclassified,204,39.887498843588034,0
PuTTY,3,3,1856,Technologies,Access software,33,19.11802834763243,0
Public genomic databases,2,3,1549,Technologies,Analytical or scientific software,6,81.7477211806972,0
Purchasing software,1,1,27,Technologies,Procurement software,997,131.6648958985708,0
Python,2,3,1026,Technologies,Object or component oriented development software,85692,37.87697067885508,0
QNX,2,3,1183,Technologies,Operating system software,336,40.739104072677456,0
Qlik software,2,3,1583,Technologies,Business intelligence and data analysis software,704,50.32012390398619,0
Qualitative analysis software,4,2,893,Technologies,Analytical or scientific software,160,65.72090301128216,1
Quality control software,2,3,1356,Technologies,Industrial control software,34,56.94298771638965,0
Qualys,3,3,1849,Technologies,Cloud Computing,196,60.5017859547984,0
Quantitative analysis software,4,2,924,Technologies,Analytical or scientific software,58,120.15592284241899,1
Quark,5,4,2017,Technologies,Desktop publishing software,333,168.71024837127214,0
